alignment_id	left_source	left_term_iri	left_label	left_definition	left_comment	left_example	right_source	right_term_iri	right_label	right_definition	right_comment	right_example	ols_term_api_url	normalized_left_label	normalized_right_label	match_method	match_score	relation	suggestion_source	canonical_from	canonical_term_iri	canonical_term_label	canonical_term_source	ols_search_url	bioportal_search_url	status	curator	reviewer	date_added	date_reviewed	notes
CAND_0025	EMI	https://w3id.org/emi#LCMSAnalysisNeg	Negative LCMS analysis		An LCMS analysis in negative ionization mode (pos or neg).	@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n:VGF138_A02_neg.mzXML rdf:type emi:LCMSAnalysisNeg .	edam	http://edamontology.org/topic_1775	Function analysis	The study of gene and protein function including the prediction of functional properties of a protein.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_1775	negative lcms analysis	function analysis	ols_api_top	0.62	related	ols_api	right	http://edamontology.org/topic_1775	Function analysis	edam	https://www.ebi.ac.uk/ols4/search?q=Negative+LCMS+analysis	https://bioportal.bioontology.org/search?query=Negative+LCMS+analysis	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0026	EMI	https://w3id.org/emi#LCMSAnalysisPos	Positive LCMS analysis		An LCMS analysis in positive ionization mode (positive or negative).	@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n:VGF138_A02_pos.mzXML rdf:type emi:LCMSAnalysisPos .	obi	http://purl.obolibrary.org/obo/OBI_0200082	longitudinal data analysis	Longitudinal analysis is a data transformation used to perform repeated observations of the same items over long periods of time.			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0200082	positive lcms analysis	longitudinal data analysis	ols_api_top	0.58	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0200082	longitudinal data analysis	obi	https://www.ebi.ac.uk/ols4/search?q=Positive+LCMS+analysis	https://bioportal.bioontology.org/search?query=Positive+LCMS+analysis	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0027	EMI	https://w3id.org/emi#LCMSFeature	LCMS individual MS2 spectrum		"An LCMS feature from a processed LCMS analysis. Recommendation: instances of this class are ideally built as follows: ""https://metabolomics-usi.ucsd.edu/dashinterface/?usi1={id}"" (e.g., https://metabolomics-usi.ucsd.edu/dashinterface/?usi1=mzspec:MSV000090090:DBGI_01_04_001_features_ms2_pos.mgf:scan:1)."	@prefix emi: <https://w3id.org/emi#> .\n@prefix usi: <https://metabolomics-usi.ucsd.edu/dashinterface/?usi1=> .\nusi:mzspec%3AMSV000087728%3AVGF153_A02_features_ms2_neg.mgf%3Ascan%3A356 rdf:type emi:LCMSFeature .	obi	http://purl.obolibrary.org/obo/OBI_0002648	individual organism specimen	A specimen composed of an individual organism to be studied in an investigation.			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0002648	lcms individual ms2 spectrum	individual organism specimen	ols_api_top	0.64	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0002648	individual organism specimen	obi	https://www.ebi.ac.uk/ols4/search?q=LCMS+individual+MS2+spectrum	https://bioportal.bioontology.org/search?query=LCMS+individual+MS2+spectrum	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0028	EMI	https://w3id.org/emi#LCMSFeatureSet	LCMS feature set		A set of Liquid chromatography\u2013mass spectrometry (LCMS) features obtained from the processing of a given LCMS analysis.	@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n:VGF153_A02_lcms_feature_list_neg rdf:type emi:LCMSFeatureSet .	obi	http://purl.obolibrary.org/obo/OBI_0000292	has_feature_value	has_feature_value datatype property is used to describe the feature values which the feature class can contain, for example has_base can have feature values of nonNegativeInteger values.			https://www.ebi.ac.uk/ols4/api/ontologies/obi/properties?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0000292	lcms feature set	has feature value	ols_api_top	0.67	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0000292	has_feature_value	obi	https://www.ebi.ac.uk/ols4/search?q=LCMS+feature+set	https://bioportal.bioontology.org/search?query=LCMS+feature+set	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0029	EMI	https://w3id.org/emi#LFpair	LCMS feature pair		A pair of LCMSFeature.		obi	http://purl.obolibrary.org/obo/OBI_0000292	has_feature_value	has_feature_value datatype property is used to describe the feature values which the feature class can contain, for example has_base can have feature values of nonNegativeInteger values.			https://www.ebi.ac.uk/ols4/api/ontologies/obi/properties?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0000292	lcms feature pair	has feature value	ols_api_top	0.65	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0000292	has_feature_value	obi	https://www.ebi.ac.uk/ols4/search?q=LCMS+feature+pair	https://bioportal.bioontology.org/search?query=LCMS+feature+pair	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0030	EMI	https://w3id.org/emi#MS2Spectrum	MS2 spectrum		A fragmentation mass spectrometry (or MS2) spectrum.	@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n@prefix usi: <https://metabolomics-usi.ucsd.edu/dashinterface/?usi1=> .\nusi:mzspec%3AMSV000087728%3AVGF153_A02_features_ms2_neg.mgf%3Ascan%3A356 rdf:type emi:MS2Spectrum .	edam	http://edamontology.org/data_3483	Spectrum	The spectrum of frequencies of electromagnetic radiation emitted from a molecule as a result of some spectroscopy experiment.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_3483	ms2 spectrum	spectrum	ols_api_top	0.80	related	ols_api	right	http://edamontology.org/data_3483	Spectrum	edam	https://www.ebi.ac.uk/ols4/search?q=MS2+spectrum	https://bioportal.bioontology.org/search?query=MS2+spectrum	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0031	EMI	https://w3id.org/emi#Organism	Organism		"A living being, such as an animal, a plant, a bacterium, or a fungus., Any individual living (or previously living) being. Example: animal, human being. An organism is associated to a taxon such as ""Homo Sapiens"", NCBI taxonomy identifier: 9606."		obi	http://purl.obolibrary.org/obo/COB_0000022	organism	A material entity that is a maximal functionally integrated unit that develops from a program encoded in a genome			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCOB_0000022	organism	organism	ols_api_top	1.00	exact	ols_api	right	http://purl.obolibrary.org/obo/COB_0000022	organism	obi	https://www.ebi.ac.uk/ols4/search?q=Organism	https://bioportal.bioontology.org/search?query=Organism	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0032	EMI	https://w3id.org/emi#OrganismGroup	Group of organisms		A group of organisms (see emi:Organism). These organims may be grouped by biological sex (emi:BiologicalSex), for example.		edam	http://edamontology.org/topic_0621	Model organisms	A specific organism, or group of organisms, used to study a particular aspect of biology.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0621	group of organisms	model organisms	ols_api_top	0.67	related	ols_api	right	http://edamontology.org/topic_0621	Model organisms	edam	https://www.ebi.ac.uk/ols4/search?q=Group+of+organisms	https://bioportal.bioontology.org/search?query=Group+of+organisms	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0033	EMI	https://w3id.org/emi#PhysiologicalStage	Physiological stage		A physiological stage is a specific phase or condition of an organism in its life cycle (e.g., viability stage). If applicable, we recommend to use the physiological stage terms from PATO of a source or target organism sample in an interaction system such as from GloBI.		chmo	http://purl.obolibrary.org/obo/CHMO_0000947	optical microscope	A piece of apparatus, consisting of an eyepiece, an objective lens, object turret, stage, and light source, which collects electromagnetic radiation in the visible range.			https://www.ebi.ac.uk/ols4/api/ontologies/chmo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHMO_0000947	physiological stage	optical microscope	ols_api_top	0.43	related	ols_api	right	http://purl.obolibrary.org/obo/CHMO_0000947	optical microscope	chmo	https://www.ebi.ac.uk/ols4/search?q=Physiological+stage	https://bioportal.bioontology.org/search?query=Physiological+stage	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0034	EMI	https://w3id.org/emi#QCSample	Quality control sample		A quality control (QC) sample.		edam	http://edamontology.org/data_3914	Quality control report	Report of the quality control review that was made of factors involved in a procedure.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_3914	quality control sample	quality control report	ols_api_top	0.77	related	ols_api	right	http://edamontology.org/data_3914	Quality control report	edam	https://www.ebi.ac.uk/ols4/search?q=Quality+control+sample	https://bioportal.bioontology.org/search?query=Quality+control+sample	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0035	EMI	https://w3id.org/emi#RawMaterial	Raw material		A raw laboratory biological material, i.e., before extraction.		obi	http://purl.obolibrary.org/obo/OBI_0000434	adding material objective	is the specification of an objective to add a material into a target material. The adding is asymmetric in the sense that the target material largely retains its identity			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0000434	raw material	adding material objective	ols_api_top	0.54	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0000434	adding material objective	obi	https://www.ebi.ac.uk/ols4/search?q=Raw+material	https://bioportal.bioontology.org/search?query=Raw+material	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0036	EMI	https://w3id.org/emi#Spec2VecDoc	Spec2vec document		Document about improved mass spectral similarity scoring through learning of structural relationships. Spec2vec is a novel spectral similarity score inspired by a natural language processing algorithm -- Word2Vec. Where Word2Vec learns relationships between words in sentences, spec2vec does so for mass fragments and neutral losses in MS/MS spectra. The spectral similarity score is based on spectral embeddings learnt from the fragmental relationships within a large set of spectral data. Analysis and benchmarking of mass spectra similarity measures using GNPS data set.		obi	http://purl.obolibrary.org/obo/OBI_0302874	edited document	A document which is the output of a document editing process			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0302874	spec2vec document	edited document	ols_api_top	0.69	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0302874	edited document	obi	https://www.ebi.ac.uk/ols4/search?q=Spec2vec+document	https://bioportal.bioontology.org/search?query=Spec2vec+document	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0037	EMI	https://w3id.org/emi#SpectralPair	MS2Spectra pair		A pair of two tandem mass spectrometry (MS2 spectra).		edam	http://edamontology.org/format_2003	srspair	Simple sequence pair (alignment) format for SRS.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fformat_2003	ms2 spectra pair	srspair	ols_api_top	0.52	related	ols_api	right	http://edamontology.org/format_2003	srspair	edam	https://www.ebi.ac.uk/ols4/search?q=MS2Spectra+pair	https://bioportal.bioontology.org/search?query=MS2Spectra+pair	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0038	EMI	https://w3id.org/emi#SpectrumAnnotation	Spectrum annotation		A spectral annotation.	@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n:CANOPUS-mzspec%3AMSV000087728%3AVGF147_E06_features_ms2_neg.mgf%3Ascan%3A45 rdf:type emi:SpectrumAnnotation .	obi	http://purl.obolibrary.org/obo/OBI_0000905	sequence feature annotation	Information about a sequence region			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0000905	spectrum annotation	sequence feature annotation	ols_api_top	0.70	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0000905	sequence feature annotation	obi	https://www.ebi.ac.uk/ols4/search?q=Spectrum+annotation	https://bioportal.bioontology.org/search?query=Spectrum+annotation	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0039	EMI	https://w3id.org/emi#StructuralAnnotation	Chemical structure annotation		This class is used to annotate a spectrum feature with a chemical representation structure as defined in the emi:ChemicalStructure. Prefer the  Chemical taxon annotation class, if the annotation is mainly to assign taxa to a spectrum feature.		edam	http://edamontology.org/data_1712	Chemical structure image	An image of the structure of a small chemical compound.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1712	chemical structure annotation	chemical structure image	ols_api_top	0.75	related	ols_api	right	http://edamontology.org/data_1712	Chemical structure image	edam	https://www.ebi.ac.uk/ols4/search?q=Chemical+structure+annotation	https://bioportal.bioontology.org/search?query=Chemical+structure+annotation	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0040	EMI	https://w3id.org/emi#System	System		Any part of the observable universe. A system is often composed of subsystems, for example, the Earth system contains a biome that contains a population that contains organisms that contains organs and so on.		ms	http://purl.obolibrary.org/obo/MS_1003640	System Gold	Beckman Coulter System Gold HPLC system.			https://www.ebi.ac.uk/ols4/api/ontologies/ms/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003640	system	system gold	ols_api_top	0.71	related	ols_api	right	http://purl.obolibrary.org/obo/MS_1003640	System Gold	ms	https://www.ebi.ac.uk/ols4/search?q=System	https://bioportal.bioontology.org/search?query=System	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0041	EMI	https://w3id.org/emi#Taxon	Organism taxon		Organism taxon. In the context of open research data, we recommend the use of Wikidata taxonomy as the classification and nomenclature for all of the organisms.		chmo	http://purl.obolibrary.org/obo/OBI_0100026	organism	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.			https://www.ebi.ac.uk/ols4/api/ontologies/chmo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0100026	organism taxon	organism	ols_api_top	0.73	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0100026	organism	chmo	https://www.ebi.ac.uk/ols4/search?q=Organism+taxon	https://bioportal.bioontology.org/search?query=Organism+taxon	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0042	EMI	https://w3id.org/emi#Trait	Trait		A specific characteristic of an individual. Traits can be determined by genes, environmental factors or by a combination of both. Traits can be discrete (i.e., qualitative such as color) or continuous (quantitative such as height).		edam	http://edamontology.org/data_1860	QTL map	A genetic map which shows the approximate location of quantitative trait loci (QTL) between two or more markers.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1860	trait	qtl map	ols_api_top	0.33	related	ols_api	right	http://edamontology.org/data_1860	QTL map	edam	https://www.ebi.ac.uk/ols4/search?q=Trait	https://bioportal.bioontology.org/search?query=Trait	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0043	EMI	https://w3id.org/emi#WDChemicalStructure	Wikidata chemical		A Wikidata chemical entry.		edam	http://edamontology.org/data_0997	Chemical name (ChEBI)	Unique name from Chemical Entities of Biological Interest (ChEBI) of a chemical compound.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_0997	wikidata chemical	chemical name	ols_api_top	0.53	related	ols_api	right	http://edamontology.org/data_0997	Chemical name (ChEBI)	edam	https://www.ebi.ac.uk/ols4/search?q=Wikidata+chemical	https://bioportal.bioontology.org/search?query=Wikidata+chemical	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0044	EMI	https://w3id.org/emi#componentLink	component link				chmo	http://purl.obolibrary.org/obo/CHMO_0002771	concentrating	A preparative step where the concentration of one component is increased.			https://www.ebi.ac.uk/ols4/api/ontologies/chmo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHMO_0002771	component link	concentrating	ols_api_top	0.59	related	ols_api	right	http://purl.obolibrary.org/obo/CHMO_0002771	concentrating	chmo	https://www.ebi.ac.uk/ols4/search?q=component+link	https://bioportal.bioontology.org/search?query=component+link	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0045	EMI	https://w3id.org/emi#hasAdduct	has adduct				chebi	http://purl.obolibrary.org/obo/CHEBI_20984	D-gluconate adduct				https://www.ebi.ac.uk/ols4/api/ontologies/chebi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_20984	has adduct	d gluconate adduct	ols_api_top	0.57	related	ols_api	right	http://purl.obolibrary.org/obo/CHEBI_20984	D-gluconate adduct	chebi	https://www.ebi.ac.uk/ols4/search?q=has+adduct	https://bioportal.bioontology.org/search?query=has+adduct	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0046	EMI	https://w3id.org/emi#hasAnatomicalEntity	has anatomical entity		It can be used to assign an anatomical entity (e.g., body parts) to a source and/or target organism sample in an interaction system such as GloBI. When applicable, we recommend to state UBERON vocabulary anatomical entity terms.		chebi	http://purl.obolibrary.org/obo/CHEBI_33238	monoatomic entity	A monoatomic entity is a molecular entity consisting of a single atom.			https://www.ebi.ac.uk/ols4/api/ontologies/chebi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_33238	has anatomical entity	monoatomic entity	ols_api_top	0.74	related	ols_api	right	http://purl.obolibrary.org/obo/CHEBI_33238	monoatomic entity	chebi	https://www.ebi.ac.uk/ols4/search?q=has+anatomical+entity	https://bioportal.bioontology.org/search?query=has+anatomical+entity	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0047	EMI	https://w3id.org/emi#hasAnnotation	has annotation				obi	http://purl.obolibrary.org/obo/OBI_0001944	sequence annotation	A planned process that identifies and reports sequence features (e.g. protein coding regions) in sequence data.			https://www.ebi.ac.uk/ols4/api/ontologies/obi/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FOBI_0001944	has annotation	sequence annotation	ols_api_top	0.73	related	ols_api	right	http://purl.obolibrary.org/obo/OBI_0001944	sequence annotation	obi	https://www.ebi.ac.uk/ols4/search?q=has+annotation	https://bioportal.bioontology.org/search?query=has+annotation	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0048	EMI	https://w3id.org/emi#hasChemicalStructure	has chemical structure representation		Recommendation: prefer the chemical structure representation 2D InChIKey that also represents a collection of InChIKeys (i.e. chemicals) with common attributes. As a result, we can reduce the number of triples and redundacy to represent the same information that are common to many chemicals.		edam	http://edamontology.org/data_1712	Chemical structure image	An image of the structure of a small chemical compound.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1712	has chemical structure representation	chemical structure image	ols_api_top	0.66	related	ols_api	right	http://edamontology.org/data_1712	Chemical structure image	edam	https://www.ebi.ac.uk/ols4/search?q=has+chemical+structure+representation	https://bioportal.bioontology.org/search?query=has+chemical+structure+representation	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
CAND_0049	EMI	https://w3id.org/emi#hasClass	has class			"@prefix : <https://w3id.org/emi/abox#> .\n@prefix emi: <https://w3id.org/emi#> .\n@prefix npc: <https://w3id.org/emi/npc#> .\n:CANOPUS-mzspec%3AMSV000087728%3AVGF147_E06_features_ms2_neg.mgf%3Ascan%3A45 rdf:type emi:ChemicalTaxonAnnotation ;\n            emi:hasClass ""npc:CADINANE_SESQUITERPENOIDS"" ."	edam	http://edamontology.org/data_1092	WormBase class	Class of an object from the WormBase database.			https://www.ebi.ac.uk/ols4/api/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1092	has class	worm base class	ols_api_top	0.67	related	ols_api	right	http://edamontology.org/data_1092	WormBase class	edam	https://www.ebi.ac.uk/ols4/search?q=has+class	https://bioportal.bioontology.org/search?query=has+class	needs_review	pma		2026-03-02T19:54:11Z		Auto-suggested OLS pair; review definition/scope before approval
